offset,Chr 1,Chr 2,Chr 3,Chr 4,Chr 5,Chr 6,Chr 7,Chr 8,Chr 9,Chr 10,Chr 11,Chr 12,Chr 13,Chr 14,Chr 15,Chr 16,Chr 17,Chr 18,Chr 19
7522425,3.5018161683883493,,,,,,,,,,,,,,,,,,
7522430,3.5018161683883493,,,,,,,,,,,,,,,,,,
7522471,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522494,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522502,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522509,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522563,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522564,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522565,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522636,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522643,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522696,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522698,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522723,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522738,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522748,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522749,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522758,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522763,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522768,3.1826991877496145,,,,,,,,,,,,,,,,,,
7522896,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523039,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523051,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523067,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523068,3.6502361796203746,,,,,,,,,,,,,,,,,,
7523180,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523256,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523328,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523395,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523417,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523434,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523471,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523512,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523587,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523590,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523598,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523673,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523777,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523795,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523811,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523836,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523896,3.1826991877496145,,,,,,,,,,,,,,,,,,
7523920,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524000,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524072,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524073,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524127,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524179,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524290,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524307,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524322,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524382,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524449,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524516,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524588,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524622,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524638,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524680,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524740,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524787,3.1826991877496145,,,,,,,,,,,,,,,,,,
7524897,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525009,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525195,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525197,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525257,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525499,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525512,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525620,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525734,3.1706567242527264,,,,,,,,,,,,,,,,,,
7525826,3.1826991877496145,,,,,,,,,,,,,,,,,,
7525842,3.1826991877496145,,,,,,,,,,,,,,,,,,
7526970,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527243,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527372,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527388,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527440,3.1589926134586843,,,,,,,,,,,,,,,,,,
7527466,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527499,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527536,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527558,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527644,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527668,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527670,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527683,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527915,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527946,3.1826991877496145,,,,,,,,,,,,,,,,,,
7527958,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528054,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528072,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528091,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528109,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528138,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528145,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528152,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528211,3.1662954231412743,,,,,,,,,,,,,,,,,,
7528297,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528638,3.1826991877496145,,,,,,,,,,,,,,,,,,
7528782,3.1826991877496145,,,,,,,,,,,,,,,,,,
7529342,3.1826991877496145,,,,,,,,,,,,,,,,,,
7529524,3.1826991877496145,,,,,,,,,,,,,,,,,,
7530465,3.1826991877496145,,,,,,,,,,,,,,,,,,
7530524,3.1826991877496145,,,,,,,,,,,,,,,,,,
7531024,3.1826991877496145,,,,,,,,,,,,,,,,,,
7534331,3.1826991877496145,,,,,,,,,,,,,,,,,,
7534527,3.1644554647648,,,,,,,,,,,,,,,,,,
7534535,3.1826991877496145,,,,,,,,,,,,,,,,,,
7534982,3.1826991877496145,,,,,,,,,,,,,,,,,,
7537003,3.6502361796203746,,,,,,,,,,,,,,,,,,
7537010,3.1826991877496145,,,,,,,,,,,,,,,,,,
7537041,3.6502361796203746,,,,,,,,,,,,,,,,,,
7538286,3.1826991877496145,,,,,,,,,,,,,,,,,,
7539068,3.1826991877496145,,,,,,,,,,,,,,,,,,
7539070,3.1826991877496145,,,,,,,,,,,,,,,,,,
7539071,3.1826991877496145,,,,,,,,,,,,,,,,,,
7540820,3.6502361796203746,,,,,,,,,,,,,,,,,,
7541383,3.6502361796203746,,,,,,,,,,,,,,,,,,
7541601,3.1826991877496145,,,,,,,,,,,,,,,,,,
7541723,3.1285130562695658,,,,,,,,,,,,,,,,,,
7541875,3.162912425361491,,,,,,,,,,,,,,,,,,
7541909,3.1826991877496145,,,,,,,,,,,,,,,,,,
7541986,3.1826991877496145,,,,,,,,,,,,,,,,,,
7541989,3.1826991877496145,,,,,,,,,,,,,,,,,,
7542063,3.3813495414048798,,,,,,,,,,,,,,,,,,
7542072,3.1826991877496145,,,,,,,,,,,,,,,,,,
7542547,3.1826991877496145,,,,,,,,,,,,,,,,,,
7542554,3.1826991877496145,,,,,,,,,,,,,,,,,,
7542642,3.1644554647648,,,,,,,,,,,,,,,,,,
7542655,3.1826991877496145,,,,,,,,,,,,,,,,,,
7542988,3.1826991877496145,,,,,,,,,,,,,,,,,,
7543553,3.160254858820754,,,,,,,,,,,,,,,,,,
7544517,3.1826991877496145,,,,,,,,,,,,,,,,,,
7544709,3.1826991877496145,,,,,,,,,,,,,,,,,,
7544903,3.1826991877496145,,,,,,,,,,,,,,,,,,
7545330,3.1826991877496145,,,,,,,,,,,,,,,,,,
7545519,3.1826991877496145,,,,,,,,,,,,,,,,,,
7545810,3.1826991877496145,,,,,,,,,,,,,,,,,,
7547303,3.1826991877496145,,,,,,,,,,,,,,,,,,
7547927,3.1631113519977894,,,,,,,,,,,,,,,,,,
7548441,3.1631113519977894,,,,,,,,,,,,,,,,,,
7548690,3.5131445031668602,,,,,,,,,,,,,,,,,,
7549258,3.1631113519977894,,,,,,,,,,,,,,,,,,
7549422,3.1631113519977894,,,,,,,,,,,,,,,,,,
7549541,3.1631113519977894,,,,,,,,,,,,,,,,,,
7549716,3.1631113519977894,,,,,,,,,,,,,,,,,,
7549719,3.1631113519977894,,,,,,,,,,,,,,,,,,
7549836,3.1631113519977894,,,,,,,,,,,,,,,,,,
7554898,3.1631113519977894,,,,,,,,,,,,,,,,,,
7556097,3.6414687886921246,,,,,,,,,,,,,,,,,,
7556323,3.1631113519977894,,,,,,,,,,,,,,,,,,
7556427,3.1631113519977894,,,,,,,,,,,,,,,,,,
7558331,3.6502361796203746,,,,,,,,,,,,,,,,,,
7572210,3.5156765242852814,,,,,,,,,,,,,,,,,,
7573100,3.0997165698669766,,,,,,,,,,,,,,,,,,
7574950,3.0997165698669766,,,,,,,,,,,,,,,,,,
7575027,3.1493951135800806,,,,,,,,,,,,,,,,,,
7575985,3.0997165698669766,,,,,,,,,,,,,,,,,,
7576180,3.0997165698669766,,,,,,,,,,,,,,,,,,
7576489,3.0997165698669766,,,,,,,,,,,,,,,,,,
7578287,3.0997165698669766,,,,,,,,,,,,,,,,,,
7599173,3.0997165698669766,,,,,,,,,,,,,,,,,,
7602917,3.0997165698669766,,,,,,,,,,,,,,,,,,
7603160,3.0997165698669766,,,,,,,,,,,,,,,,,,
7612676,3.0997165698669766,,,,,,,,,,,,,,,,,,
7613842,3.0997165698669766,,,,,,,,,,,,,,,,,,
7852285,3.337100196113317,,,,,,,,,,,,,,,,,,
8215822,3.0656852537705954,,,,,,,,,,,,,,,,,,
8216155,3.0656852537705954,,,,,,,,,,,,,,,,,,
8216168,3.0656852537705954,,,,,,,,,,,,,,,,,,
8216177,3.0378873859715547,,,,,,,,,,,,,,,,,,
8216432,3.0656852537705954,,,,,,,,,,,,,,,,,,
8243896,3.103361145097938,,,,,,,,,,,,,,,,,,
8519920,3.7234444534850275,,,,,,,,,,,,,,,,,,
8519966,3.7234444534850275,,,,,,,,,,,,,,,,,,
8549370,3.2806225509608313,,,,,,,,,,,,,,,,,,
8622277,4.0194717449981665,,,,,,,,,,,,,,,,,,
8632516,3.2904837824529394,,,,,,,,,,,,,,,,,,
8669220,3.2380323405547307,,,,,,,,,,,,,,,,,,
8785939,3.2944415124686954,,,,,,,,,,,,,,,,,,
8786016,3.031889677148373,,,,,,,,,,,,,,,,,,
8786688,3.260069925283723,,,,,,,,,,,,,,,,,,
8828089,3.271635908680722,,,,,,,,,,,,,,,,,,
8956318,4.044631956130263,,,,,,,,,,,,,,,,,,
8958972,3.2862037103562844,,,,,,,,,,,,,,,,,,
8968608,4.044631956130263,,,,,,,,,,,,,,,,,,
8968879,3.127584452157757,,,,,,,,,,,,,,,,,,
9034972,4.84336424069242,,,,,,,,,,,,,,,,,,
9082297,3.595586931963496,,,,,,,,,,,,,,,,,,
9082298,3.0751169474708018,,,,,,,,,,,,,,,,,,
9082411,3.0751169474708018,,,,,,,,,,,,,,,,,,
9082461,3.067768310332334,,,,,,,,,,,,,,,,,,
9084594,3.0291287067676738,,,,,,,,,,,,,,,,,,
9101121,3.23366606184441,,,,,,,,,,,,,,,,,,
9106723,3.40279257246287,,,,,,,,,,,,,,,,,,
9108905,3.2301003575685727,,,,,,,,,,,,,,,,,,
9114530,3.6571412696092196,,,,,,,,,,,,,,,,,,
9120473,3.4656161927981706,,,,,,,,,,,,,,,,,,
9120507,3.4656161927981706,,,,,,,,,,,,,,,,,,
9120634,3.4656161927981706,,,,,,,,,,,,,,,,,,
9121054,3.4656161927981706,,,,,,,,,,,,,,,,,,
9121181,3.4656161927981706,,,,,,,,,,,,,,,,,,
9124179,3.474124864260781,,,,,,,,,,,,,,,,,,
9124708,3.199515111426987,,,,,,,,,,,,,,,,,,
9125542,3.199515111426987,,,,,,,,,,,,,,,,,,
9125700,3.199515111426987,,,,,,,,,,,,,,,,,,
9125787,3.199515111426987,,,,,,,,,,,,,,,,,,
9126011,3.4656161927981706,,,,,,,,,,,,,,,,,,
9126082,3.199515111426987,,,,,,,,,,,,,,,,,,
9126094,3.199515111426987,,,,,,,,,,,,,,,,,,
9126153,3.5145201992866535,,,,,,,,,,,,,,,,,,
9126157,3.5145201992866535,,,,,,,,,,,,,,,,,,
9128123,4.194590563995233,,,,,,,,,,,,,,,,,,
9129709,4.650268983378219,,,,,,,,,,,,,,,,,,
9130984,4.650268983378219,,,,,,,,,,,,,,,,,,
9155368,4.990426737087068,,,,,,,,,,,,,,,,,,
9156888,4.990426737087068,,,,,,,,,,,,,,,,,,
9157566,4.990426737087068,,,,,,,,,,,,,,,,,,
9158734,4.151836140585258,,,,,,,,,,,,,,,,,,
9159048,4.680620327642586,,,,,,,,,,,,,,,,,,
9159295,3.6347623681691887,,,,,,,,,,,,,,,,,,
9159432,3.9688752327853964,,,,,,,,,,,,,,,,,,
9159585,3.9492193928315866,,,,,,,,,,,,,,,,,,
9159951,3.9920811829067686,,,,,,,,,,,,,,,,,,
9160198,3.9920811829067686,,,,,,,,,,,,,,,,,,
9160345,3.967939170256838,,,,,,,,,,,,,,,,,,
9160396,3.439113788588488,,,,,,,,,,,,,,,,,,
9160649,3.5116001847438665,,,,,,,,,,,,,,,,,,
9160780,3.9417809221252145,,,,,,,,,,,,,,,,,,
9160875,3.9920811829067686,,,,,,,,,,,,,,,,,,
9160991,4.151836140585258,,,,,,,,,,,,,,,,,,
9161382,3.9920811829067686,,,,,,,,,,,,,,,,,,
9161387,3.658755063090545,,,,,,,,,,,,,,,,,,
9161476,4.593176173152277,,,,,,,,,,,,,,,,,,
9161505,3.9920811829067686,,,,,,,,,,,,,,,,,,
9161619,4.103972956792905,,,,,,,,,,,,,,,,,,
9161737,3.6967631078540095,,,,,,,,,,,,,,,,,,
9161915,3.5811765432454683,,,,,,,,,,,,,,,,,,
9162206,4.101406936409383,,,,,,,,,,,,,,,,,,
9162211,4.452070427963465,,,,,,,,,,,,,,,,,,
9162392,4.503254758761253,,,,,,,,,,,,,,,,,,
9162672,4.503254758761253,,,,,,,,,,,,,,,,,,
9162677,4.503254758761253,,,,,,,,,,,,,,,,,,
9162749,4.503254758761253,,,,,,,,,,,,,,,,,,
9163703,4.985104130953538,,,,,,,,,,,,,,,,,,
9164536,4.985104130953538,,,,,,,,,,,,,,,,,,
9164780,4.985104130953538,,,,,,,,,,,,,,,,,,
9166656,4.985104130953538,,,,,,,,,,,,,,,,,,
9167091,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167095,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167103,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167187,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167204,3.5050938363582236,,,,,,,,,,,,,,,,,,
9167216,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167233,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167235,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167293,5.028895629353482,,,,,,,,,,,,,,,,,,
9167322,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167359,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167399,5.028895629353482,,,,,,,,,,,,,,,,,,
9167400,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167418,3.5851763423833805,,,,,,,,,,,,,,,,,,
9167557,5.028895629353482,,,,,,,,,,,,,,,,,,
9167661,3.003008067659205,,,,,,,,,,,,,,,,,,
9167746,3.003008067659205,,,,,,,,,,,,,,,,,,
9168039,3.130244332584556,,,,,,,,,,,,,,,,,,
9168046,3.130244332584556,,,,,,,,,,,,,,,,,,
9168228,3.3832997824163793,,,,,,,,,,,,,,,,,,
9170140,5.028895629353482,,,,,,,,,,,,,,,,,,
9170250,5.028895629353482,,,,,,,,,,,,,,,,,,
9171825,5.028895629353482,,,,,,,,,,,,,,,,,,
9172675,5.028895629353482,,,,,,,,,,,,,,,,,,
9172972,5.028895629353482,,,,,,,,,,,,,,,,,,
9173340,3.6453933688815336,,,,,,,,,,,,,,,,,,
9173405,4.80829111242691,,,,,,,,,,,,,,,,,,
9173948,5.028895629353482,,,,,,,,,,,,,,,,,,
9174621,5.028895629353482,,,,,,,,,,,,,,,,,,
9174701,3.469014670777666,,,,,,,,,,,,,,,,,,
9174729,3.3515498212785686,,,,,,,,,,,,,,,,,,
9174765,3.3138816183384794,,,,,,,,,,,,,,,,,,
9174899,5.028895629353482,,,,,,,,,,,,,,,,,,
9174958,5.028895629353482,,,,,,,,,,,,,,,,,,
9175203,3.5851763423833805,,,,,,,,,,,,,,,,,,
9175210,5.028895629353482,,,,,,,,,,,,,,,,,,
9175223,5.028895629353482,,,,,,,,,,,,,,,,,,
9175319,5.028895629353482,,,,,,,,,,,,,,,,,,
9176673,4.608300078570302,,,,,,,,,,,,,,,,,,
9177053,3.500753207240528,,,,,,,,,,,,,,,,,,
9177368,3.500753207240528,,,,,,,,,,,,,,,,,,
9178015,3.500753207240528,,,,,,,,,,,,,,,,,,
9178154,5.028895629353482,,,,,,,,,,,,,,,,,,
9178431,5.028895629353482,,,,,,,,,,,,,,,,,,
9178481,5.028895629353482,,,,,,,,,,,,,,,,,,
9178520,5.028895629353482,,,,,,,,,,,,,,,,,,
9178534,5.028895629353482,,,,,,,,,,,,,,,,,,
9178553,5.028895629353482,,,,,,,,,,,,,,,,,,
9178990,3.5570994670728666,,,,,,,,,,,,,,,,,,
9179004,5.028895629353482,,,,,,,,,,,,,,,,,,
9179243,3.302093232975475,,,,,,,,,,,,,,,,,,
9179868,3.0164507923288313,,,,,,,,,,,,,,,,,,
9205630,3.968026714377889,,,,,,,,,,,,,,,,,,
9206841,3.684735799493395,,,,,,,,,,,,,,,,,,
9211015,3.684735799493395,,,,,,,,,,,,,,,,,,
9220007,3.0537704416937723,,,,,,,,,,,,,,,,,,
9220024,3.5083850882507175,,,,,,,,,,,,,,,,,,
9224393,3.0064739217254957,,,,,,,,,,,,,,,,,,
9286732,3.3119592831481572,,,,,,,,,,,,,,,,,,
9353862,3.9202433332235413,,,,,,,,,,,,,,,,,,
9358412,3.2628849168064793,,,,,,,,,,,,,,,,,,
9358422,3.2628849168064793,,,,,,,,,,,,,,,,,,
9358434,3.2628849168064793,,,,,,,,,,,,,,,,,,
9358990,3.070488553870123,,,,,,,,,,,,,,,,,,
9359710,3.094699605783124,,,,,,,,,,,,,,,,,,
9359729,3.094699605783124,,,,,,,,,,,,,,,,,,
9359739,3.094699605783124,,,,,,,,,,,,,,,,,,
9359753,3.094699605783124,,,,,,,,,,,,,,,,,,
9359763,3.094699605783124,,,,,,,,,,,,,,,,,,
9359820,3.2628849168064793,,,,,,,,,,,,,,,,,,
9360069,3.254289229803906,,,,,,,,,,,,,,,,,,
9360070,3.254289229803906,,,,,,,,,,,,,,,,,,
9360117,3.094699605783124,,,,,,,,,,,,,,,,,,
9360144,3.094699605783124,,,,,,,,,,,,,,,,,,
9360198,3.094699605783124,,,,,,,,,,,,,,,,,,
9360328,3.094699605783124,,,,,,,,,,,,,,,,,,
9363060,3.31176514851602,,,,,,,,,,,,,,,,,,
9364305,3.0442458360849343,,,,,,,,,,,,,,,,,,
9365936,3.082054642188054,,,,,,,,,,,,,,,,,,
9368157,3.130025274943052,,,,,,,,,,,,,,,,,,
9368762,3.2628849168064793,,,,,,,,,,,,,,,,,,
9369426,3.0149173249784544,,,,,,,,,,,,,,,,,,
9369775,3.192085569737987,,,,,,,,,,,,,,,,,,
9374301,3.2628849168064793,,,,,,,,,,,,,,,,,,
9377255,3.2628849168064793,,,,,,,,,,,,,,,,,,
9380289,3.919607315888145,,,,,,,,,,,,,,,,,,
9380331,3.919607315888145,,,,,,,,,,,,,,,,,,
9406742,4.003314119641504,,,,,,,,,,,,,,,,,,
9406800,4.100753429780281,,,,,,,,,,,,,,,,,,
9407018,4.472514845117553,,,,,,,,,,,,,,,,,,
9407395,3.0426272569763593,,,,,,,,,,,,,,,,,,
9407398,3.3510427326084575,,,,,,,,,,,,,,,,,,
9407412,3.5753435691521482,,,,,,,,,,,,,,,,,,
9408358,3.109956539907541,,,,,,,,,,,,,,,,,,
9409399,3.5517523269726294,,,,,,,,,,,,,,,,,,
9409594,3.1972440572083447,,,,,,,,,,,,,,,,,,
9409907,3.5139168121631386,,,,,,,,,,,,,,,,,,
9410146,3.5286548857409836,,,,,,,,,,,,,,,,,,
9410164,3.5286548857409836,,,,,,,,,,,,,,,,,,
9410324,3.1932812922729537,,,,,,,,,,,,,,,,,,
9410886,3.5517523269726294,,,,,,,,,,,,,,,,,,
9411046,3.5517523269726294,,,,,,,,,,,,,,,,,,
9411614,3.5517523269726294,,,,,,,,,,,,,,,,,,
9411715,3.5517523269726294,,,,,,,,,,,,,,,,,,
9412181,3.9382140113143906,,,,,,,,,,,,,,,,,,
9412258,3.5517523269726294,,,,,,,,,,,,,,,,,,
9412524,3.815631713634951,,,,,,,,,,,,,,,,,,
9412623,3.5517523269726294,,,,,,,,,,,,,,,,,,
9412631,3.815631713634951,,,,,,,,,,,,,,,,,,
9412832,3.9382140113143906,,,,,,,,,,,,,,,,,,
9412859,3.5517523269726294,,,,,,,,,,,,,,,,,,
9413420,3.2446837623283287,,,,,,,,,,,,,,,,,,
9413900,3.2446837623283287,,,,,,,,,,,,,,,,,,
9414964,3.233687260378623,,,,,,,,,,,,,,,,,,
9415511,3.5351183636281536,,,,,,,,,,,,,,,,,,
9417231,3.5517523269726294,,,,,,,,,,,,,,,,,,
